Gene	ENC
OZG25367.1	51.9317593523985
OZG25114.1	52.0338675339052
OZG24861.1	51.881095675667
OZG24862.1	37.5071243685685
OZG24863.1	50.9128174941046
OZG24864.1	52.2552560966387
OZG25368.1	48.8612396890486
OZG25369.1	46.4560100054186
OZG24285.1	46.5783777384453
OZG24284.1	60.0818322574664
OZG24283.1	54.0079637070749
OZG24282.1	61
OZG24281.1	40.0462975951902
OZG24280.1	49.9564294501049
OZG25295.1	53.2872180451128
OZG25052.1	49.6111074601441
OZG24287.1	53.9676664827875
OZG24286.1	44.3053606055452
OZG25205.1	50.2827257363549
OZG25206.1	53.0170401285578
OZG25203.1	59.5513360310621
OZG25204.1	57.2254356200169
OZG25209.1	52.4976848279055
OZG25210.1	51.5561808276006
OZG25207.1	51.6187847279192
OZG25208.1	47.2237520154627
OZG25211.1	37.704260716427
OZG25212.1	50.1168810536877
OZG24668.1	51.957285957444
OZG24667.1	52.6525129849113
OZG24670.1	51.282184445921
OZG24669.1	44.243472284676
OZG24672.1	51.8221658229389
OZG24671.1	45.3647675211422
OZG24674.1	51.9246579027433
OZG24673.1	51.9621656720707
OZG24676.1	48.2626286734746
OZG24675.1	46.9275108902383
OZG25639.1	45.2879272326351
OZG25640.1	50.6981904538603
OZG25641.1	55.4259296937784
OZG25642.1	43.9036490359817
OZG25636.1	35.3152597700222
OZG25637.1	53.3134684935083
OZG25638.1	54.5567437893594
OZG24309.1	47.7314424939946
OZG25221.1	54.1323663653479
OZG25224.1	56.2645479797649
OZG25058.1	48.4875302444033
OZG25057.1	53.4316306127256
OZG25056.1	46.9049438878306
OZG25055.1	50.380911067457
OZG25061.1	52.0907660361707
OZG25060.1	56.7768820493382
OZG25059.1	56.0193798449612
OZG25054.1	49.0165427311899
OZG25053.1	47.82094429646
OZG24408.1	54.8717590738455
OZG24409.1	54.0674583304793
OZG24406.1	52.1795936223474
OZG24407.1	51.9060938692509
OZG24403.1	52.32804009908
OZG24405.1	55.5543695530511
OZG24401.1	54.6962769095179
OZG24402.1	49.1360953421023
OZG24410.1	52.6215674734603
OZG24411.1	60.0053704924704
OZG25376.1	45.9567879937899
OZG25375.1	52.7258815153318
OZG25380.1	44.7082399237711
OZG25378.1	49.5508342845742
OZG25372.1	47.5357444734414
OZG25371.1	41.5048520267286
OZG25374.1	51.8670755902672
OZG25373.1	46.6897142843364
OZG25382.1	51.3240580365071
OZG25381.1	44.6530076788286
OZG24963.1	49.0527859237537
OZG24962.1	42.2158444401321
OZG24961.1	54.5399986930004
OZG24960.1	47.0578292348605
OZG24959.1	48.2461219614915
OZG24958.1	45.9954449073091
OZG24957.1	50.8978288025475
OZG24956.1	40.7256414613424
OZG24965.1	43.6641929234942
OZG24964.1	55.841866030322
OZG24663.1	53.9048759535902
OZG24912.1	54.5179165843338
OZG24913.1	35.0975935828877
OZG24914.1	61
OZG25546.1	48.6940692943445
OZG24664.1	51.8979234244169
OZG25547.1	51.4492113901314
OZG24665.1	51.6925674206078
OZG25548.1	46.9594594594595
OZG24666.1	55.4105783224727
OZG24564.1	49.0740564754011
OZG24563.1	49.2567221617729
OZG24566.1	41.8069878297227
OZG24565.1	50.252995687868
OZG24561.1	51.485169139211
OZG24560.1	49.2149717926565
OZG24562.1	48.938619576073
OZG24989.1	52.2813482802453
OZG24559.1	46.1292698607721
OZG24558.1	52.3062871761643
OZG25134.1	49.7998502028832
OZG24557.1	51.2395105393185
OZG25132.1	53.4328119596915
OZG25133.1	52.2591692524176
OZG25131.1	47.0852991879278
OZG24537.1	54.5860373344593
OZG25340.1	48.3724520917085
OZG25341.1	45.7535528807202
OZG25129.1	49.0894093415236
OZG25130.1	51.9939090399965
OZG25698.1	51.6125751175806
OZG25697.1	54.4064327050061
OZG25696.1	56.9182004089979
OZG25695.1	50.5016459247737
OZG24366.1	52.2939912504471
OZG24365.1	57.1719211291056
OZG25700.1	50.0950886391732
OZG25699.1	45.764410186559
OZG25694.1	49.5624425781833
OZG25693.1	53.9929114783174
OZG24753.1	54.5097985325372
OZG24754.1	55.1176370363212
OZG24755.1	49.9601582700611
OZG24756.1	58.4601290624635
OZG24749.1	51.993810656619
OZG24750.1	56.1504024579539
OZG24751.1	51.8838096988347
OZG24752.1	44.2422165206379
OZG24757.1	46.1030622931224
OZG24758.1	40.3919397729382
OZG25308.1	48.4931034482759
OZG25307.1	50.7181478951672
OZG25310.1	40.4457653862588
OZG25309.1	57.6892199410746
OZG25312.1	48.2715849355897
OZG25311.1	27.491126531939
OZG25314.1	40.2700595256119
OZG25313.1	45.68778450788
OZG25316.1	56.0523136256931
OZG25315.1	42.1684660266661
OZG24312.1	47.354018562873
OZG24313.1	46.7229997232795
OZG24310.1	52.4708375976758
OZG24311.1	61
OZG24316.1	40.9718508607947
OZG24317.1	41.4328239095097
OZG24314.1	44.2980088668943
OZG24315.1	35.2647470373227
OZG24318.1	56.5923148822151
OZG24319.1	55.6160459545931
OZG24893.1	53.7183715279979
OZG24892.1	48.456192112608
OZG24891.1	56.4442096615598
OZG24890.1	55.7930070921833
OZG24889.1	50.642291506653
OZG24888.1	48.1407714851095
OZG24886.1	40.9387454080166
OZG24885.1	44.1307181341823
OZG24884.1	32.3538294408605
OZG24883.1	51.3843948358728
OZG25482.1	29.2262481069093
OZG25483.1	53.5143809530634
OZG25484.1	43.8210715520901
OZG25485.1	51.101500858695
OZG25486.1	44.5222053332426
OZG25487.1	57.4615986907248
OZG25488.1	57.9879509596533
OZG25489.1	51.2636214349341
OZG25480.1	43.3041356184799
OZG25481.1	52.3997885943523
OZG25199.1	57.7783618948739
OZG25200.1	56.1181467117063
OZG25201.1	42.5286560177822
OZG25202.1	50.9366100347519
OZG25195.1	50.9404116105458
OZG25196.1	50.3053875267417
OZG25197.1	54.2439388717121
OZG25198.1	55.9549290682525
OZG25193.1	55.8156029072384
OZG25194.1	46.7505213242134
OZG24656.1	47.6230231315148
OZG24655.1	53.9390344824345
OZG24654.1	45.3167607145916
OZG24660.1	51.3244848107007
OZG24659.1	54.5779410649368
OZG24658.1	48.6314578461272
OZG24657.1	49.565115910723
OZG24662.1	53.8067532076114
OZG24661.1	59.5309120349916
OZG24817.1	50.6290789923493
OZG24818.1	56.9115180952701
OZG24815.1	58.0053426810104
OZG24816.1	51.7390035318995
OZG24821.1	47.942138117049
OZG24822.1	54.146644799197
OZG24819.1	54.2092578492127
OZG24820.1	54.0068600114552
OZG24813.1	55.1188870687656
OZG24814.1	49.1795482120248
OZG24225.1	51.2755514615742
OZG24224.1	51.0498399143389
OZG24227.1	52.9037370689729
OZG24226.1	46.4797276652987
OZG24228.1	52.0928006921631
OZG24231.1	52.8272306668475
OZG24229.1	53.08462332398
OZG24223.1	53.3720771271858
OZG24222.1	52.5211587891418
OZG24451.1	55.0587580404097
OZG24452.1	51.6986950848195
OZG24453.1	52.8311403827811
OZG24454.1	32.4397543283482
OZG24455.1	53.9498467440276
OZG24456.1	54.3887381371407
OZG24457.1	47.8473651220503
OZG24458.1	44.7421802974103
OZG24449.1	61
OZG24450.1	57.4176073687349
OZG25444.1	51.394078023016
OZG25443.1	35.0899350649351
OZG25442.1	51.271405335935
OZG25441.1	46.4555540377252
OZG25440.1	30.7777997944281
OZG25439.1	45.3043865656745
OZG25438.1	49.917331211135
OZG25437.1	56.3242115821837
OZG25436.1	35.75940434687
OZG25435.1	52.4600280504909
OZG25632.1	52.9492844608673
OZG25633.1	50.9169825850018
OZG25629.1	51.032057326725
OZG25630.1	52.6848062023903
OZG25627.1	53.3090317488205
OZG25628.1	36.4615445343483
OZG25625.1	50.055165434175
OZG25626.1	46.2428822112369
OZG25634.1	56.2669203402047
OZG25635.1	41.4388065334295
OZG25047.1	51.3674341284087
OZG25046.1	49.5903305396183
OZG25049.1	56.6640285473597
OZG25048.1	54.3352531410318
OZG25043.1	46.3052685848775
OZG25042.1	52.6263494580116
OZG25045.1	52.7554131156324
OZG25044.1	36.5259981542379
OZG25051.1	48.6456397386598
OZG25050.1	46.7528629960086
OZG25289.1	52.4293985511093
OZG25290.1	42.0256471940367
OZG25291.1	47.2335061375134
OZG25292.1	49.7575371720998
OZG25285.1	57.5411566061629
OZG25286.1	46.6148102503955
OZG25287.1	52.4500715712043
OZG25288.1	44.6342605608268
OZG25293.1	50.4796200296178
OZG25294.1	40.747747780289
OZG24735.1	50.9598502367896
OZG24734.1	36.6881802016773
OZG24733.1	38.7331887451065
OZG24732.1	43.1843776559644
OZG24739.1	50.6946401327703
OZG24738.1	58.7356494560317
OZG24737.1	55.1584217678144
OZG24736.1	61
OZG24730.1	51.7651364308825
OZG24728.1	52.5624651925066
OZG25706.1	49.5346539489483
OZG25705.1	55.1358407223728
OZG25708.1	53.7065271169274
OZG25707.1	52.1923755123792
OZG25702.1	61
OZG25701.1	57.1059688435273
OZG25704.1	52.6923395738095
OZG25703.1	50.8830499368694
OZG25710.1	40.9058749705859
OZG25709.1	53.7418807490851
OZG24745.1	55.354752444927
OZG24746.1	48.6052230904185
OZG24743.1	54.4407770461947
OZG24744.1	39.7469640417032
OZG24742.1	49.1188349471686
OZG24386.1	51.0583033527195
OZG24740.1	57.2756425778774
OZG24741.1	51.886613078181
OZG24747.1	49.6736194849232
OZG24748.1	51.4541384915699
OZG24556.1	50.6766237828856
OZG24555.1	34.3963822350447
OZG24554.1	50.647819710908
OZG24553.1	58.0660336982529
OZG24552.1	58.1673079720676
OZG24551.1	52.1925864455305
OZG24550.1	53.1112898471999
OZG24549.1	46.0868694530586
OZG24548.1	55.0808548953367
OZG24547.1	54.7221314535654
OZG25121.1	50.3829174578796
OZG25122.1	53.7694132116297
OZG25123.1	47.5414732925968
OZG25124.1	37.7773049661176
OZG25125.1	51.571819628969
OZG25126.1	50.1254598350424
OZG25127.1	43.8854030222318
OZG25128.1	52.4022485347043
OZG25119.1	51.5978915300437
OZG25120.1	52.7776927833635
OZG24876.1	49.9312518275028
OZG24875.1	57.4027427444611
OZG24878.1	46.4520057646888
OZG24877.1	49.9803378493919
OZG24880.1	40.2909222045074
OZG24879.1	51.5780364425169
OZG24882.1	46.6738638599252
OZG24881.1	42.1173393124066
OZG24874.1	50.6776912777244
OZG24873.1	43.3829880069669
OZG25469.1	50.9037985234501
OZG25470.1	54.4601647913494
OZG25467.1	53.8813559322034
OZG25468.1	49.7990290347488
OZG25473.1	49.6967635922864
OZG25474.1	50.9038470587234
OZG25471.1	61
OZG25472.1	49.3709196133177
OZG25465.1	50.2354693216096
OZG25466.1	58.5161629529167
OZG25299.1	49.960868977524
OZG25298.1	52.0061808624663
OZG25297.1	52.1839094694706
OZG25296.1	46.5931493086234
OZG25303.1	48.9379608080018
OZG25302.1	48.6225064697493
OZG25301.1	44.2534867181692
OZG25300.1	31.8921021377672
OZG25306.1	44.1303801691748
OZG25305.1	49.5993332289366
OZG24305.1	51.1162295085892
OZG24306.1	55.1406538261434
OZG24307.1	40.22101336514
OZG24308.1	50.2620513216367
OZG24301.1	47.2854566008828
OZG24302.1	35.9747899159664
OZG24303.1	39.9245801079784
OZG24304.1	48.342767141888
OZG24299.1	46.3068427518124
OZG24300.1	33.4362669994779
OZG24200.1	58.2308428626926
OZG24199.1	49.5348605268884
OZG24202.1	53.9354345857417
OZG24201.1	50.5708765820219
OZG24195.1	56.1650273760807
OZG24194.1	58.6833629018828
OZG24198.1	48.9478160994851
OZG24197.1	54.1656749101313
OZG24193.1	58.0316739155586
OZG24192.1	51.9285911688804
OZG24790.1	51.7018368589457
OZG24791.1	51.0679779263945
OZG24788.1	47.3714363922946
OZG24789.1	52.5920800312413
OZG24786.1	44.7779113971752
OZG24787.1	45.7067267683141
OZG24784.1	50.0913216278093
OZG24785.1	50.7362851872983
OZG24782.1	48.3891936968392
OZG24783.1	50.2098873764835
OZG24645.1	52.3507818367532
OZG24646.1	53.4383555962544
OZG24643.1	41.5969630510841
OZG24644.1	48.912650627798
OZG24650.1	42.1616830817176
OZG24651.1	52.6706118689991
OZG24647.1	45.8191890143912
OZG24649.1	46.109217808001
OZG24652.1	51.5530501227392
OZG24653.1	61
OZG25606.1	34.1523935717636
OZG25605.1	61
OZG25608.1	59.5981999406847
OZG25607.1	48
OZG25610.1	39.7275432974903
OZG25609.1	31.7589287631811
OZG25612.1	51.3806915188723
OZG25611.1	38.6918850001524
OZG25614.1	33.6363309097145
OZG25613.1	45.6710923224913
OZG25026.1	47.314107025947
OZG25027.1	49.8705140322819
OZG25028.1	43.0575395820536
OZG25029.1	49.7529328197364
OZG25022.1	46.6411092170221
OZG25023.1	49.3172890130604
OZG25024.1	42.7540090678131
OZG25025.1	50.158495283987
OZG25030.1	49.2612243321511
OZG25031.1	50.4834360507728
OZG24446.1	51.8486215708398
OZG24445.1	53.4891947188133
OZG24444.1	39.6803937273618
OZG24443.1	40.3663761103388
OZG24448.1	48.0656807856454
OZG24447.1	53.2501797579028
OZG24333.1	47.3012129695042
OZG24332.1	52.9016849983843
OZG24331.1	47.9249339443388
OZG24330.1	31.8020868595224
OZG25412.1	38.0051050435587
OZG25413.1	44.5402928579815
OZG25410.1	54.0154676435414
OZG25411.1	53.5895087199957
OZG25408.1	49.3725295586526
OZG25409.1	60.4085408403596
OZG25406.1	55.0707534410332
OZG25407.1	50.0966498977264
OZG25404.1	47.7850009163752
OZG25405.1	55.5151787105419
OZG24835.1	50.5532267618151
OZG24834.1	45.8695830066243
OZG24837.1	51.8694759252193
OZG24836.1	55.2629882877138
OZG24831.1	52.6853226280968
OZG24830.1	51.5384923054393
OZG24833.1	50.2618327552602
OZG24832.1	50.3313348515685
OZG24829.1	49.4665369352817
OZG24828.1	50.3232271002739
OZG24241.1	50.3771823276589
OZG24242.1	61
OZG24243.1	44.3790574475466
OZG24244.1	49.6960582604834
OZG24245.1	48.0834158954562
OZG24246.1	45.3632647961736
OZG24247.1	57.2784471981545
OZG24248.1	36.6974603191373
OZG24249.1	48.2495357603745
OZG24250.1	51.322266661528
OZG25242.1	50.2176601319818
OZG25241.1	52.1234295664464
OZG25240.1	44.5111473341305
OZG25239.1	46.6308262615806
OZG25238.1	53.0957691591806
OZG25235.1	61
OZG25234.1	49.0655083928828
OZG25233.1	61
OZG25244.1	49.6761892230476
OZG25243.1	44.0905393712122
OZG24591.1	45.8223115260963
OZG24592.1	55.9354601456568
OZG24589.1	53.0310033740888
OZG24590.1	57.1832270980059
OZG24595.1	42.1764443992089
OZG24596.1	54.336322247182
OZG24593.1	48.7514395393474
OZG24594.1	54.6541183289624
OZG24586.1	35.5510370733301
OZG24587.1	40.1285832549006
OZG25551.1	49.882904187685
